Zipcode,CKD,htn,dm,ed,anemia,INF_HOSP,cvd_hosp,ZIP,STATE,STATECODE,CITY,COUNTY,COUNTYNM,year
49762,0,1,7,11,1,18,0,49762,26,MI,Naubinway,97,Mackinac,2008
49764,1,1,1,18,4,18,1,49764,26,MI,Oden,47,Emmet,2008
49765,9,40,61,224,22,297,9,49765,26,MI,Onaway,141,Presque Isle,2008
49766,6,16,21,140,8,129,6,49766,26,MI,Ossineke,7,Alpena,2008
49768,1,5,4,17,4,21,0,49768,26,MI,Paradise,33,Chippewa,2008
49769,4,15,19,121,7,150,6,49769,26,MI,Pellston,47,Emmet,2008
49770,15,103,67,710,49,771,23,49770,26,MI,Petoskey,47,Emmet,2008
49774,2,14,5,46,9,53,0,49774,26,MI,Pickford,33,Chippewa,2008
49775,0,1,0,1,0,1,0,49775,26,MI,Pointe Aux Pins,97,Mackinac,2008
49776,2,10,7,63,10,62,9,49776,26,MI,Posen,141,Presque Isle,2008
49777,1,3,2,28,2,28,1,49777,26,MI,Presque Isle,141,Presque Isle,2008
49779,3,19,28,124,18,172,2,49779,26,MI,Rogers City,141,Presque Isle,2008
49780,1,11,7,50,4,67,2,49780,26,MI,Rudyard,33,Chippewa,2008
49781,10,27,29,246,15,228,7,49781,26,MI,Saint Ignace,97,Mackinac,2008
49782,0,1,0,5,3,12,1,49782,26,MI,Beaver Island,29,Charlevoix,2008
49783,22,182,149,1009,58,1004,24,49783,26,MI,Sault Sainte Marie,33,Chippewa,2008
49786,0,0,0,0,0,0,0,49786,26,MI,Kincheloe,33,Chippewa,2008
49788,10,49,36,350,23,370,11,49788,26,MI,Kincheloe,33,Chippewa,2008
49790,0,0,0,0,0,0,0,,,,,,,2008
49791,0,1,1,17,1,17,0,49791,26,MI,Topinabee,31,Cheboygan,2008
49792,1,5,5,11,0,14,0,49792,26,MI,Tower,31,Cheboygan,2008
49793,0,1,1,12,0,9,0,49793,26,MI,Trout Lake,33,Chippewa,2008
49795,2,21,28,145,12,154,4,49795,26,MI,Vanderbilt,137,Otsego,2008
49796,0,0,3,15,0,16,0,49796,26,MI,Walloon Lake,29,Charlevoix,2008
49797,0,2,2,11,1,12,1,49797,26,MI,Waters,137,Otsego,2008
49799,5,23,24,148,22,179,5,49799,26,MI,Wolverine,31,Cheboygan,2008
49801,16,66,59,609,29,569,21,49801,26,MI,Iron Mountain,43,Dickinson,2008
49802,10,38,46,331,23,370,12,49802,26,MI,Kingsford,43,Dickinson,2008
49805,2,0,1,10,2,9,1,49805,26,MI,Allouez,83,Keweenaw,2008
49806,0,1,1,13,3,13,0,49806,26,MI,Au Train,3,Alger,2008
49807,4,14,16,125,8,168,13,49807,26,MI,Bark River,41,Delta,2008
49808,0,2,1,8,0,5,0,49808,26,MI,Big Bay,103,Marquette,2008
49812,3,6,8,42,3,47,2,49812,26,MI,Carney,109,Menominee,2008
49813,1,1,1,0,1,0,0,,,,,,,2008
49814,3,12,11,35,4,53,1,49814,26,MI,Champion,103,Marquette,2008
49815,1,5,2,12,0,20,2,49815,26,MI,Channing,43,Dickinson,2008
49816,0,9,8,33,1,27,1,49816,26,MI,Chatham,3,Alger,2008
49817,0,6,5,23,2,34,3,49817,26,MI,Cooks,153,Schoolcraft,2008
49818,0,7,5,49,2,54,3,49818,26,MI,Cornell,41,Delta,2008
49819,0,0,0,2,0,2,0,49819,26,MI,Arnold,103,Marquette,2008
49820,2,9,2,31,3,30,0,49820,26,MI,Curtis,97,Mackinac,2008
49821,1,4,7,43,3,38,2,49821,26,MI,Daggett,109,Menominee,2008
49822,0,3,1,2,1,5,0,49822,26,MI,Deerton,3,Alger,2008
49823,0,0,0,1,0,0,1,,,,,,,2008
49825,1,1,1,12,1,8,0,49825,26,MI,Eben Junction,3,Alger,2008
49826,0,0,0,3,0,2,0,49826,26,MI,Rumely,3,Alger,2008
49827,1,5,7,37,2,56,5,49827,26,MI,Engadine,97,Mackinac,2008
49829,26,141,165,1173,55,1252,86,49829,26,MI,Escanaba,41,Delta,2008
49831,1,4,2,24,4,27,0,49831,26,MI,Felch,43,Dickinson,2008
49833,1,0,1,19,2,19,3,49833,26,MI,Little Lake,103,Marquette,2008
49834,0,2,2,9,2,13,2,49834,26,MI,Foster City,43,Dickinson,2008
49835,1,2,8,25,1,37,2,49835,26,MI,Garden,41,Delta,2008
49836,1,9,13,28,2,35,3,49836,26,MI,Germfask,153,Schoolcraft,2008
49837,8,50,66,420,17,523,24,49837,26,MI,Gladstone,41,Delta,2008
49838,0,6,3,31,3,34,1,49838,26,MI,Gould City,97,Mackinac,2008
49839,0,2,5,10,1,16,0,49839,26,MI,Grand Marais,3,Alger,2008
49840,0,8,5,27,5,33,1,49840,26,MI,Gulliver,153,Schoolcraft,2008
49841,13,59,73,687,42,629,12,49841,26,MI,Gwinn,103,Marquette,2008
49845,0,0,0,4,1,4,0,49845,26,MI,Harris,109,Menominee,2008
49846,0,0,0,0,0,0,0,,,,,,,2008
49847,1,9,6,42,5,46,2,49847,26,MI,Hermansville,109,Menominee,2008
49848,0,0,0,5,0,7,0,49848,26,MI,Ingalls,109,Menominee,2008
49849,15,85,70,675,44,678,20,49849,26,MI,Ishpeming,103,Marquette,2008
49851,0,0,0,2,0,1,0,,,,,,,2008
49852,0,1,0,7,0,5,0,49852,26,MI,Loretto,43,Dickinson,2008
49853,0,13,11,53,2,67,1,49853,26,MI,McMillan,95,Luce,2008
49854,10,77,56,361,26,408,12,49854,26,MI,Manistique,153,Schoolcraft,2008
49855,35,135,138,1117,94,1054,32,49855,26,MI,Marquette,103,Marquette,2008
49858,19,81,48,837,32,614,13,49858,26,MI,Menominee,109,Menominee,2008
49861,1,2,6,16,0,17,0,49861,26,MI,Michigamme,103,Marquette,2008
49862,9,38,51,266,20,222,9,49862,26,MI,Munising,3,Alger,2008
49863,0,2,0,7,0,6,0,49863,26,MI,Nadeau,109,Menominee,2008
49864,0,0,0,4,0,5,0,49864,26,MI,Nahma,41,Delta,2008
49866,5,34,34,269,17,260,11,49866,26,MI,Negaunee,103,Marquette,2008
49868,9,67,52,396,23,428,14,49868,26,MI,Newberry,95,Luce,2008
49870,10,21,20,180,11,174,5,49870,26,MI,Norway,43,Dickinson,2008
49871,0,5,4,37,2,30,0,49871,26,MI,Palmer,103,Marquette,2008
49872,0,5,2,12,0,14,0,49872,26,MI,Perkins,41,Delta,2008
49873,0,0,1,3,0,4,0,49873,26,MI,Perronville,109,Menominee,2008
49874,1,13,23,35,3,85,4,49874,26,MI,Powers,109,Menominee,2008
49876,1,6,5,54,5,61,1,49876,26,MI,Quinnesec,43,Dickinson,2008
49877,0,0,0,1,0,0,0,49877,26,MI,Ralph,43,Dickinson,2008
49878,3,22,23,126,8,134,5,49878,26,MI,Rapid River,41,Delta,2008
49879,1,10,6,39,7,40,3,49879,26,MI,Republic,103,Marquette,2008
49880,0,7,11,50,2,49,1,49880,26,MI,Rock,41,Delta,2008
49881,1,4,4,11,0,13,1,49881,26,MI,Sagola,43,Dickinson,2008
49883,0,0,3,13,0,8,0,49883,26,MI,Seney,153,Schoolcraft,2008
49884,2,7,7,41,2,35,0,49884,26,MI,Shingleton,3,Alger,2008
49885,1,7,9,56,1,62,1,49885,26,MI,Skandia,103,Marquette,2008
49886,0,4,2,24,1,20,2,49886,26,MI,Spalding,109,Menominee,2008
49887,7,18,19,84,13,87,0,49887,26,MI,Stephenson,109,Menominee,2008
49888,0,0,0,0,0,0,0,,,,,,,2008
49891,2,9,5,43,1,34,0,49891,26,MI,Trenary,3,Alger,2008
49892,0,3,3,45,1,37,0,49892,26,MI,Vulcan,43,Dickinson,2008
49893,2,5,7,41,3,35,0,49893,26,MI,Wallace,109,Menominee,2008
49894,0,3,5,31,1,34,0,49894,26,MI,Wells,41,Delta,2008
49895,2,8,4,37,3,30,1,49895,26,MI,Wetmore,3,Alger,2008
49896,2,16,24,129,11,141,16,49896,26,MI,Wilson,109,Menominee,2008
49901,1,4,2,16,0,13,1,49901,26,MI,Ahmeek,83,Keweenaw,2008
49902,1,4,0,7,0,8,0,49902,26,MI,Alpha,71,Iron,2008
49903,1,1,2,13,0,23,0,49903,26,MI,Amasa,71,Iron,2008
49905,3,12,9,73,7,91,2,49905,26,MI,Atlantic Mine,61,Houghton,2008
49908,3,25,24,151,10,159,4,49908,26,MI,Baraga,13,Baraga,2008
49910,1,5,4,7,0,7,0,49910,26,MI,Bergland,131,Ontonagon,2008
49911,5,24,14,189,7,160,5,49911,26,MI,Bessemer,53,Gogebic,2008
49912,0,9,6,30,6,28,2,49912,26,MI,Bruce Crossing,131,Ontonagon,2008
49913,25,77,62,513,37,492,17,49913,26,MI,Calumet,61,Houghton,2008
49915,5,11,5,55,4,93,3,49915,26,MI,Caspian,71,Iron,2008
49916,3,11,9,70,6,80,0,49916,26,MI,Chassell,61,Houghton,2008
49917,0,1,1,12,0,16,1,49917,26,MI,Copper City,61,Houghton,2008
49918,0,0,0,1,0,1,0,49918,26,MI,Copper Harbor,83,Keweenaw,2008
49919,2,8,8,12,3,15,1,49919,26,MI,Covington,13,Baraga,2008
49920,7,33,23,99,8,155,5,49920,26,MI,Crystal Falls,71,Iron,2008
49921,1,5,6,15,2,14,0,49921,26,MI,Dodgeville,61,Houghton,2008
49922,2,7,6,69,3,45,0,49922,26,MI,Dollar Bay,61,Houghton,2008
49925,1,5,3,22,4,19,0,49925,26,MI,Ewen,131,Ontonagon,2008
49927,1,12,5,23,1,37,0,49927,26,MI,Gaastra,71,Iron,2008
49929,1,2,2,3,1,10,0,49929,26,MI,Greenland,131,Ontonagon,2008
49930,12,57,55,265,31,261,4,49930,26,MI,Hancock,61,Houghton,2008
49931,11,38,36,233,17,233,5,49931,26,MI,Houghton,61,Houghton,2008
49934,1,10,15,33,6,35,0,49934,26,MI,Hubbell,61,Houghton,2008
49935,10,46,59,247,25,370,10,49935,26,MI,Iron River,71,Iron,2008
49938,16,94,70,619,39,500,9,49938,26,MI,Ironwood,53,Gogebic,2008
49942,0,1,1,1,0,0,0,49942,26,MI,Kearsarge,61,Houghton,2008
49945,3,19,22,120,6,105,5,49945,26,MI,Lake Linden,61,Houghton,2008
49946,10,43,39,219,22,207,6,49946,26,MI,Lanse,13,Baraga,2008
49947,1,2,3,23,1,18,0,49947,26,MI,Marenisco,53,Gogebic,2008
49948,0,4,7,30,5,33,1,49948,26,MI,Mass City,131,Ontonagon,2008
49950,0,9,5,26,3,40,0,49950,26,MI,Mohawk,83,Keweenaw,2008
49952,0,0,0,3,0,3,0,49952,26,MI,Nisula,61,Houghton,2008
49953,0,18,18,90,8,93,2,49953,26,MI,Ontonagon,131,Ontonagon,2008
49955,0,4,3,26,1,21,0,49955,26,MI,Painesdale,61,Houghton,2008
49958,1,10,6,51,1,43,0,49958,26,MI,Pelkie,61,Houghton,2008
49959,0,2,0,27,1,19,0,49959,26,MI,Ramsay,53,Gogebic,2008
49960,0,2,1,6,1,10,0,49960,26,MI,Rockland,131,Ontonagon,2008
49961,0,1,1,2,1,3,0,49961,26,MI,Sidnaw,61,Houghton,2008
49962,0,2,0,3,0,2,0,49962,26,MI,Skanee,13,Baraga,2008
49963,1,15,8,55,4,39,0,49963,26,MI,South Range,61,Houghton,2008
49964,0,1,1,5,0,6,0,49964,26,MI,Stambaugh,71,Iron,2008
49965,0,2,2,10,0,13,0,49965,26,MI,Toivola,61,Houghton,2008
49967,3,8,4,17,1,17,0,49967,26,MI,Trout Creek,131,Ontonagon,2008
49968,2,29,33,147,17,121,4,49968,26,MI,Wakefield,53,Gogebic,2008
49969,1,5,4,44,2,57,0,49969,26,MI,Watersmeet,53,Gogebic,2008
49970,0,0,0,3,0,7,0,49970,26,MI,Watton,13,Baraga,2008
49971,1,5,3,24,6,24,0,49971,26,MI,White Pine,131,Ontonagon,2008
50028,1,0,0,1,0,1,0,50028,19,IA,Baxter,99,Jasper,2008
50107,0,0,0,1,0,0,0,50107,19,IA,Grand Junction,73,Greene,2008
50112,0,0,0,0,0,0,0,50112,19,IA,Grinnell,157,Poweshiek,2008
50131,0,0,0,0,0,0,0,50131,19,IA,Johnston,153,Polk,2008
50158,0,0,0,0,0,0,0,50158,19,IA,Marshalltown,127,Marshall,2008
50169,0,0,0,0,0,2,0,50169,19,IA,Mitchellville,153,Polk,2008
50211,0,0,0,2,1,2,0,50211,19,IA,Norwalk,181,Warren,2008
50276,0,0,0,1,0,0,0,50276,19,IA,Woodward,49,Dallas,2008
50313,0,0,0,1,0,1,0,50313,19,IA,Des Moines,153,Polk,2008
50314,0,0,0,2,0,1,0,50314,19,IA,Des Moines,153,Polk,2008
50315,0,0,0,2,1,1,0,50315,19,IA,Des Moines,153,Polk,2008
50316,0,0,0,3,0,0,0,50316,19,IA,Des Moines,153,Polk,2008
50322,0,0,0,0,0,0,0,50322,19,IA,Urbandale,153,Polk,2008
50401,0,0,0,0,0,1,1,50401,19,IA,Mason City,33,Cerro Gordo,2008
50501,0,0,0,1,0,0,0,50501,19,IA,Fort Dodge,187,Webster,2008
50530,0,0,0,1,0,1,0,50530,19,IA,Dayton,187,Webster,2008
50588,0,0,0,1,0,1,0,50588,19,IA,Storm Lake,21,Buena Vista,2008
50630,0,0,0,0,0,0,0,50630,19,IA,Fredericksburg,37,Chickasaw,2008
50701,0,0,0,2,0,1,0,50701,19,IA,Waterloo,13,Black Hawk,2008
50702,0,0,0,2,1,1,0,50702,19,IA,Waterloo,13,Black Hawk,2008
51001,0,0,0,4,0,4,0,51001,19,IA,Akron,149,Plymouth,2008
51023,0,0,0,1,1,1,0,51023,19,IA,Hawarden,167,Sioux,2008
51601,0,1,0,0,0,0,0,51601,19,IA,Shenandoah,145,Page,2008
51632,0,0,0,0,0,0,0,51632,19,IA,Clarinda,145,Page,2008
52001,0,0,0,1,0,0,0,52001,19,IA,Dubuque,61,Dubuque,2008
52002,0,0,0,1,0,2,0,52002,19,IA,Dubuque,61,Dubuque,2008
52060,0,0,0,1,0,1,0,52060,19,IA,Maquoketa,97,Jackson,2008
52201,0,0,0,1,0,0,0,52201,19,IA,Ainsworth,183,Washington,2008
52240,0,0,0,1,0,1,0,52240,19,IA,Iowa City,103,Johnson,2008
52241,0,0,0,0,0,0,0,52241,19,IA,Coralville,103,Johnson,2008
52245,0,0,0,0,0,1,0,52245,19,IA,Iowa City,103,Johnson,2008
52246,0,0,0,2,0,1,0,52246,19,IA,Iowa City,103,Johnson,2008
52353,0,1,0,0,0,0,0,52353,19,IA,Washington,183,Washington,2008
52402,0,0,0,2,0,2,0,52402,19,IA,Cedar Rapids,113,Linn,2008
52403,0,0,0,1,0,0,0,52403,19,IA,Cedar Rapids,113,Linn,2008
52404,0,0,0,1,1,2,0,52404,19,IA,Cedar Rapids,113,Linn,2008
52601,0,0,0,2,0,1,0,52601,19,IA,Burlington,57,Des Moines,2008
52627,0,0,0,1,0,2,0,52627,19,IA,Fort Madison,111,Lee,2008
52641,0,0,0,4,0,3,0,52641,19,IA,Mount Pleasant,87,Henry,2008
52745,0,0,0,0,0,1,0,52745,19,IA,Dixon,163,Scott,2008
52761,0,0,0,0,1,0,0,52761,19,IA,Muscatine,139,Muscatine,2008
52777,0,0,0,1,0,1,0,52777,19,IA,Wheatland,45,Clinton,2008
52802,0,0,0,0,0,0,0,52802,19,IA,Davenport,163,Scott,2008
52806,0,0,0,2,0,2,0,52806,19,IA,Davenport,163,Scott,2008
53012,0,0,0,0,1,0,0,53012,55,WI,Cedarburg,89,Ozaukee,2008
53024,0,0,0,0,0,0,0,53024,55,WI,Grafton,89,Ozaukee,2008
53039,0,0,0,1,0,1,0,53039,55,WI,Juneau,27,Dodge,2008
53046,0,0,0,0,0,0,0,53046,55,WI,Lannon,133,Waukesha,2008
53066,0,0,0,0,0,0,0,53066,55,WI,Oconomowoc,133,Waukesha,2008
53081,0,0,0,3,1,4,0,53081,55,WI,Sheboygan,117,Sheboygan,2008
53083,0,0,0,0,0,0,0,53083,55,WI,Sheboygan,117,Sheboygan,2008
53090,0,0,0,0,0,0,0,53090,55,WI,West Bend,131,Washington,2008
53094,0,0,0,2,0,1,0,53094,55,WI,Watertown,55,Jefferson,2008
53098,0,0,0,1,0,1,0,53098,55,WI,Watertown,27,Dodge,2008
53110,0,0,0,1,0,1,0,53110,55,WI,Cudahy,79,Milwaukee,2008
53122,0,0,0,0,0,0,0,53122,55,WI,Elm Grove,133,Waukesha,2008
53140,0,0,0,0,0,0,0,53140,55,WI,Kenosha,59,Kenosha,2008
53142,0,0,0,1,0,1,0,53142,55,WI,Kenosha,59,Kenosha,2008
53143,0,0,1,0,0,0,0,53143,55,WI,Kenosha,59,Kenosha,2008
53144,0,0,0,0,0,0,0,53144,55,WI,Kenosha,59,Kenosha,2008
53183,0,0,0,1,0,2,0,53183,55,WI,Wales,133,Waukesha,2008
53186,0,0,0,2,0,2,0,53186,55,WI,Waukesha,133,Waukesha,2008
53188,0,0,0,0,0,0,0,53188,55,WI,Waukesha,133,Waukesha,2008
53189,0,0,0,0,0,0,0,53189,55,WI,Waukesha,133,Waukesha,2008
53204,1,0,0,3,0,4,0,53204,55,WI,Milwaukee,79,Milwaukee,2008
53206,0,0,0,1,0,1,0,53206,55,WI,Milwaukee,79,Milwaukee,2008
53208,0,0,0,1,0,1,1,53208,55,WI,Milwaukee,79,Milwaukee,2008
53209,0,0,0,1,0,1,0,53209,55,WI,Milwaukee,79,Milwaukee,2008
53210,0,0,0,1,0,0,0,53210,55,WI,Milwaukee,79,Milwaukee,2008
53212,0,0,0,1,0,0,0,53212,55,WI,Milwaukee,79,Milwaukee,2008
53215,0,1,0,5,0,1,0,53215,55,WI,Milwaukee,79,Milwaukee,2008
53218,0,0,0,0,0,1,0,53218,55,WI,Milwaukee,79,Milwaukee,2008
53220,0,0,0,0,0,0,0,53220,55,WI,Milwaukee,79,Milwaukee,2008
53223,0,0,0,0,0,0,0,53223,55,WI,Milwaukee,79,Milwaukee,2008
53225,0,0,0,0,0,0,0,53225,55,WI,Milwaukee,79,Milwaukee,2008
53402,0,1,0,1,0,1,0,53402,55,WI,Racine,101,Racine,2008
53403,0,0,0,4,0,1,0,53403,55,WI,Racine,101,Racine,2008
53404,0,0,0,2,0,1,0,53404,55,WI,Racine,101,Racine,2008
53406,0,0,0,0,0,1,0,53406,55,WI,Racine,101,Racine,2008
53511,0,0,0,3,0,1,0,53511,55,WI,Beloit,105,Rock,2008
53538,0,0,0,1,0,1,0,53538,55,WI,Fort Atkinson,55,Jefferson,2008
53545,0,0,0,1,0,1,0,53545,55,WI,Janesville,105,Rock,2008
53546,0,0,0,3,0,2,0,53546,55,WI,Janesville,105,Rock,2008
53560,0,0,0,1,0,1,0,53560,55,WI,Mazomanie,25,Dane,2008
53562,0,0,0,0,0,0,0,53562,55,WI,Middleton,25,Dane,2008
53579,0,1,1,2,0,2,0,53579,55,WI,Reeseville,27,Dodge,2008
53590,0,0,0,4,1,3,0,53590,55,WI,Sun Prairie,25,Dane,2008
53703,0,0,0,1,0,0,0,53703,55,WI,Madison,25,Dane,2008
53705,0,0,1,0,0,0,0,53705,55,WI,Madison,25,Dane,2008
53714,0,0,0,1,0,1,0,53714,55,WI,Madison,25,Dane,2008
53719,0,0,1,3,0,3,0,53719,55,WI,Madison,25,Dane,2008
53913,0,0,0,0,0,1,0,53913,55,WI,Baraboo,111,Sauk,2008
53922,0,0,0,1,0,0,0,53922,55,WI,Burnett,27,Dodge,2008
53946,0,0,0,0,0,0,0,53946,55,WI,Markesan,47,Green Lake,2008
53948,0,0,0,1,0,1,0,53948,55,WI,Mauston,57,Juneau,2008
53950,0,0,0,0,0,0,0,53950,55,WI,New Lisbon,57,Juneau,2008
53959,0,1,1,1,0,1,0,53959,55,WI,Reedsburg,111,Sauk,2008
54002,0,0,0,1,0,1,0,54002,55,WI,Baldwin,109,Saint Croix,2008
54027,0,0,0,0,0,0,0,54027,55,WI,Wilson,109,Saint Croix,2008
54114,0,0,0,1,0,0,0,54114,55,WI,Crivitz,75,Marinette,2008
54115,0,0,0,0,0,0,0,54115,55,WI,De Pere,9,Brown,2008
54119,0,0,0,2,0,2,0,54119,55,WI,Dunbar,75,Marinette,2008
54121,0,1,0,1,0,3,0,54121,55,WI,Florence,37,Florence,2008
54130,0,0,1,1,0,1,0,54130,55,WI,Kaukauna,87,Outagamie,2008
54139,0,0,0,0,0,0,0,54139,55,WI,Lena,83,Oconto,2008
54140,0,0,0,1,0,1,0,54140,55,WI,Little Chute,87,Outagamie,2008
54143,2,2,2,24,2,20,0,54143,55,WI,Marinette,75,Marinette,2008
54151,0,0,0,3,0,3,0,54151,55,WI,Niagara,75,Marinette,2008
54153,0,0,1,0,0,0,0,54153,55,WI,Oconto,83,Oconto,2008
54157,0,0,0,3,0,1,0,54157,55,WI,Peshtigo,75,Marinette,2008
54159,0,0,0,2,0,0,0,54159,55,WI,Porterfield,75,Marinette,2008
54161,0,0,0,0,0,1,0,54161,55,WI,Pound,75,Marinette,2008
54162,0,0,0,0,0,0,0,54162,55,WI,Pulaski,9,Brown,2008
54166,0,0,1,0,0,0,0,54166,55,WI,Shawano,115,Shawano,2008
54201,0,0,1,0,0,0,0,54201,55,WI,Algoma,61,Kewaunee,2008
54220,0,0,0,1,0,1,0,54220,55,WI,Manitowoc,71,Manitowoc,2008
54235,0,0,0,1,0,2,0,54235,55,WI,Sturgeon Bay,29,Door,2008
54241,0,0,0,0,0,0,0,54241,55,WI,Two Rivers,71,Manitowoc,2008
54251,0,0,0,2,0,2,0,,,,,,,2008
54302,0,0,1,1,0,2,0,54302,55,WI,Green Bay,9,Brown,2008
54303,0,0,0,2,0,3,0,54303,55,WI,Green Bay,9,Brown,2008
54311,0,0,1,4,0,3,0,54311,55,WI,Green Bay,9,Brown,2008
54313,1,2,2,2,1,1,0,54313,55,WI,Green Bay,9,Brown,2008
54401,0,0,0,1,0,1,0,54401,55,WI,Wausau,73,Marathon,2008
54403,0,1,0,0,0,1,0,54403,55,WI,Wausau,73,Marathon,2008
54416,0,1,0,2,0,1,1,54416,55,WI,Bowler,115,Shawano,2008
54428,0,0,0,1,0,1,0,54428,55,WI,Elcho,67,Langlade,2008
54448,0,0,0,0,0,0,0,54448,55,WI,Marathon,73,Marathon,2008
54455,0,0,0,0,0,0,0,54455,55,WI,Mosinee,73,Marathon,2008
54457,0,0,0,2,0,1,0,54457,55,WI,Nekoosa,141,Wood,2008
54471,0,0,0,0,0,0,0,54471,55,WI,Ringle,73,Marathon,2008
54473,0,0,0,0,0,0,0,54473,55,WI,Rosholt,97,Portage,2008
54481,0,0,0,0,0,0,0,54481,55,WI,Stevens Point,97,Portage,2008
54486,0,0,0,0,0,0,0,54486,55,WI,Tigerton,115,Shawano,2008
54499,0,0,0,0,0,1,0,54499,55,WI,Wittenberg,115,Shawano,2008
54501,1,0,1,0,0,0,0,54501,55,WI,Rhinelander,85,Oneida,2008
54513,0,0,1,0,0,1,0,54513,55,WI,Brantwood,99,Price,2008
54519,0,0,0,0,0,0,0,54519,55,WI,Conover,125,Vilas,2008
54520,0,0,0,0,0,1,0,54520,55,WI,Crandon,41,Forest,2008
54531,0,1,0,0,0,0,0,54531,55,WI,Hazelhurst,85,Oneida,2008
54534,1,2,4,2,0,0,0,54534,55,WI,Hurley,51,Iron,2008
54540,0,1,0,1,0,1,0,54540,55,WI,Land O Lakes,125,Vilas,2008
54545,0,0,0,0,0,0,0,54545,55,WI,Manitowish Waters,125,Vilas,2008
54550,0,0,0,2,0,0,0,54550,55,WI,Montreal,51,Iron,2008
54555,0,0,0,1,0,0,0,54555,55,WI,Phillips,99,Price,2008
54559,0,0,0,1,0,2,0,54559,55,WI,Saxon,51,Iron,2008
54601,0,0,0,2,0,2,0,54601,55,WI,La Crosse,63,La Crosse,2008
54650,0,0,0,2,2,0,0,54650,55,WI,Onalaska,63,La Crosse,2008
54701,0,0,0,0,0,0,0,54701,55,WI,Eau Claire,35,Eau Claire,2008
54703,0,1,1,0,1,0,0,54703,55,WI,Eau Claire,35,Eau Claire,2008
54729,0,0,0,0,0,0,0,54729,55,WI,Chippewa Falls,17,Chippewa,2008
54734,0,0,0,1,0,1,0,54734,55,WI,Downing,33,Dunn,2008
54745,0,0,0,1,0,2,0,54745,55,WI,Holcombe,17,Chippewa,2008
54806,0,0,0,3,0,3,0,54806,55,WI,Ashland,3,Ashland,2008
54843,0,0,0,1,0,0,0,54843,55,WI,Hayward,113,Sawyer,2008
54861,0,0,0,0,0,0,0,54861,55,WI,Odanah,3,Ashland,2008
54874,0,0,1,0,0,0,0,54874,55,WI,South Range,31,Douglas,2008
54875,0,0,0,0,0,0,0,54875,55,WI,Springbrook,129,Washburn,2008
54901,0,0,0,4,1,1,0,54901,55,WI,Oshkosh,139,Winnebago,2008
54902,0,0,0,1,0,0,0,54902,55,WI,Oshkosh,139,Winnebago,2008
54911,0,0,0,1,0,1,0,54911,55,WI,Appleton,87,Outagamie,2008
54914,0,0,0,1,0,4,0,54914,55,WI,Appleton,87,Outagamie,2008
54915,0,0,0,2,0,1,0,54915,55,WI,Appleton,87,Outagamie,2008
54935,0,0,0,1,0,0,0,54935,55,WI,Fond du Lac,39,Fond du Lac,2008
54937,0,0,0,0,0,0,0,54937,55,WI,Fond du Lac,39,Fond du Lac,2008
54952,0,1,1,1,0,0,0,54952,55,WI,Menasha,139,Winnebago,2008
54956,0,0,0,0,0,1,0,54956,55,WI,Neenah,139,Winnebago,2008
54970,0,0,0,0,0,0,0,54970,55,WI,Redgranite,137,Waushara,2008
55021,0,0,0,1,0,0,0,55021,27,MN,Faribault,131,Rice,2008
55037,0,0,0,1,0,1,0,55037,27,MN,Hinckley,115,Pine,2008
55068,0,0,0,0,1,2,0,55068,27,MN,Rosemount,37,Dakota,2008
55070,0,0,0,1,0,1,0,55070,27,MN,Saint Francis,3,Anoka,2008
55103,0,0,0,0,0,0,0,55103,27,MN,Saint Paul,123,Ramsey,2008
55105,0,0,0,0,0,0,0,55105,27,MN,Saint Paul,123,Ramsey,2008
55106,0,0,0,1,0,1,0,55106,27,MN,Saint Paul,123,Ramsey,2008
55110,0,0,0,1,0,0,0,55110,27,MN,Saint Paul,123,Ramsey,2008
55117,0,0,0,0,0,0,0,55117,27,MN,Saint Paul,123,Ramsey,2008
55119,0,1,0,1,0,2,0,55119,27,MN,Saint Paul,123,Ramsey,2008
55122,0,0,0,1,0,1,0,55122,27,MN,Saint Paul,37,Dakota,2008
55124,0,0,0,0,0,0,0,55124,27,MN,Saint Paul,37,Dakota,2008
55128,0,1,0,3,0,1,0,55128,27,MN,Saint Paul,163,Washington,2008
55129,0,0,0,0,0,1,0,55129,27,MN,Saint Paul,163,Washington,2008
55304,0,0,0,0,0,2,0,55304,27,MN,Andover,3,Anoka,2008
55311,0,0,1,0,0,0,0,55311,27,MN,Maple Grove,53,Hennepin,2008
55316,0,0,0,0,0,0,0,55316,27,MN,Champlin,53,Hennepin,2008
55337,0,0,0,1,0,0,0,55337,27,MN,Burnsville,37,Dakota,2008
55343,0,0,0,1,0,1,0,55343,27,MN,Hopkins,53,Hennepin,2008
55344,0,0,0,1,0,1,0,55344,27,MN,Eden Prairie,53,Hennepin,2008
55345,0,0,1,0,0,0,0,55345,27,MN,Minnetonka,53,Hennepin,2008
55369,0,0,0,0,0,0,0,55369,27,MN,Osseo,53,Hennepin,2008
55404,0,0,0,0,0,0,0,55404,27,MN,Minneapolis,53,Hennepin,2008
55406,0,0,0,0,0,0,0,55406,27,MN,Minneapolis,53,Hennepin,2008
55407,0,0,0,2,1,1,0,55407,27,MN,Minneapolis,53,Hennepin,2008
55410,0,0,0,0,0,0,0,55410,27,MN,Minneapolis,53,Hennepin,2008
55412,0,1,0,0,0,0,0,55412,27,MN,Minneapolis,53,Hennepin,2008
