Zipcode,CKD,htn,dm,ed,anemia,INF_HOSP,cvd_hosp,ZIP,STATE,STATECODE,CITY,COUNTY,COUNTYNM,year
00610,0,1,0,1,0,0,0,00610,72,PR,Anasco,11,Anasco,2007
00630,0,0,0,1,0,0,0,,,,,,,2007
00757,0,0,0,0,0,0,0,00757,72,PR,Santa Isabel,133,Santa Isabel,2007
00949,0,0,0,0,0,0,0,00949,72,PR,Toa Baja,137,Toa Baja,2007
01104,0,0,0,0,0,0,0,01104,25,MA,Springfield,13,Hampden,2007
01105,0,0,0,0,0,0,0,01105,25,MA,Springfield,13,Hampden,2007
01108,0,0,0,0,0,0,0,01108,25,MA,Springfield,13,Hampden,2007
01109,0,0,0,0,0,0,0,01109,25,MA,Springfield,13,Hampden,2007
01469,0,0,0,0,0,0,0,01469,25,MA,Townsend,17,Middlesex,2007
01742,0,0,0,0,0,0,0,01742,25,MA,Concord,17,Middlesex,2007
01853,0,0,0,0,0,0,0,01853,25,MA,Lowell,17,Middlesex,2007
01864,0,0,0,0,1,1,0,01864,25,MA,North Reading,17,Middlesex,2007
01904,0,0,0,2,0,1,0,01904,25,MA,Lynn,9,Essex,2007
01945,0,0,0,0,0,0,0,01945,25,MA,Marblehead,9,Essex,2007
02035,0,0,0,0,0,1,0,02035,25,MA,Foxboro,21,Norfolk,2007
02122,0,1,0,0,0,0,0,02122,25,MA,Dorchester,25,Suffolk,2007
02125,0,0,0,0,0,2,0,02125,25,MA,Dorchester,25,Suffolk,2007
02149,0,0,0,0,0,0,0,02149,25,MA,Everett,17,Middlesex,2007
02152,0,0,0,0,0,0,0,02152,25,MA,Winthrop,25,Suffolk,2007
02331,0,0,0,0,0,0,0,02331,25,MA,Duxbury,23,Plymouth,2007
02452,0,0,0,0,0,0,0,02452,25,MA,Waltham,17,Middlesex,2007
02459,0,0,0,0,0,0,0,02459,25,MA,Newton Center,17,Middlesex,2007
02601,0,0,0,0,0,0,0,02601,25,MA,Hyannis,1,Barnstable,2007
02648,0,0,0,0,0,0,0,02648,25,MA,Marstons Mills,1,Barnstable,2007
02760,0,0,0,0,0,0,0,02760,25,MA,North Attleboro,5,Bristol,2007
02813,0,0,0,1,0,0,0,02813,44,RI,Charlestown,9,Washington,2007
02840,0,0,0,2,0,1,0,02840,44,RI,Newport,5,Newport,2007
02852,0,0,0,0,0,0,0,02852,44,RI,North Kingstown,9,Washington,2007
02919,0,0,0,1,0,1,0,02919,44,RI,Johnston,7,Providence,2007
02920,0,0,0,0,0,0,0,02920,44,RI,Cranston,7,Providence,2007
03264,0,0,0,0,0,1,0,03264,33,NH,Plymouth,9,Grafton,2007
03440,0,0,0,0,0,0,0,03440,33,NH,Antrim,11,Hillsborough,2007
03570,0,0,0,1,0,1,0,03570,33,NH,Berlin,7,Coos,2007
03583,0,0,1,1,0,0,0,03583,33,NH,Jefferson,7,Coos,2007
03820,0,0,0,0,0,1,0,03820,33,NH,Dover,17,Strafford,2007
03824,0,0,0,0,0,0,1,03824,33,NH,Durham,17,Strafford,2007
03860,0,0,0,0,0,1,0,03860,33,NH,North Conway,3,Carroll,2007
04074,0,0,0,1,0,0,0,04074,23,ME,Scarborough,5,Cumberland,2007
04222,0,0,0,0,0,0,0,04222,23,ME,Durham,1,Androscoggin,2007
04240,0,1,0,2,0,0,0,04240,23,ME,Lewiston,1,Androscoggin,2007
04281,0,0,0,0,0,0,0,04281,23,ME,South Paris,17,Oxford,2007
04284,0,0,0,0,0,0,0,04284,23,ME,Wayne,11,Kennebec,2007
04330,0,0,0,0,0,0,0,04330,23,ME,Augusta,11,Kennebec,2007
04901,0,0,0,0,0,0,0,04901,23,ME,Waterville,11,Kennebec,2007
04928,0,0,0,0,0,0,0,04928,23,ME,Corinna,19,Penobscot,2007
05001,0,0,0,1,0,0,0,05001,50,VT,White River Junction,27,Windsor,2007
05442,0,0,0,1,0,0,0,05442,50,VT,Belvidere Center,15,Lamoille,2007
05457,0,0,0,1,0,0,0,05457,50,VT,Franklin,11,Franklin,2007
05676,0,1,0,2,0,1,0,05676,50,VT,Waterbury,23,Washington,2007
06118,0,0,0,0,0,0,0,06118,9,CT,East Hartford,3,Hartford,2007
06226,0,0,0,2,0,1,0,06226,9,CT,Willimantic,15,Windham,2007
06355,0,0,0,0,0,0,0,06355,9,CT,Mystic,11,New London,2007
06385,0,0,0,0,0,2,0,06385,9,CT,Waterford,11,New London,2007
06461,0,0,0,0,0,0,0,06461,9,CT,Milford,9,New Haven,2007
06477,0,0,0,0,0,0,0,06477,9,CT,Orange,9,New Haven,2007
06488,0,0,0,0,0,1,0,06488,9,CT,Southbury,9,New Haven,2007
06516,0,0,0,1,1,2,0,06516,9,CT,West Haven,9,New Haven,2007
06608,0,0,0,0,0,0,0,06608,9,CT,Bridgeport,1,Fairfield,2007
07008,0,0,0,1,0,0,0,07008,34,NJ,Carteret,23,Middlesex,2007
07031,0,0,0,2,0,0,0,07031,34,NJ,North Arlington,3,Bergen,2007
07055,0,0,0,0,0,0,0,07055,34,NJ,Passaic,31,Passaic,2007
07078,0,0,0,0,0,0,0,07078,34,NJ,Short Hills,13,Essex,2007
07083,0,0,0,0,0,0,0,07083,34,NJ,Union,39,Union,2007
07090,0,1,1,0,0,0,0,07090,34,NJ,Westfield,39,Union,2007
07103,0,0,0,1,0,0,0,07103,34,NJ,Newark,13,Essex,2007
07108,1,0,0,1,1,1,1,07108,34,NJ,Newark,13,Essex,2007
07208,0,0,0,2,0,0,0,07208,34,NJ,Elizabeth,39,Union,2007
07307,0,0,0,0,1,0,0,07307,34,NJ,Jersey City,17,Hudson,2007
07407,0,0,1,0,0,0,0,07407,34,NJ,Elmwood Park,3,Bergen,2007
07470,0,0,0,1,0,1,0,07470,34,NJ,Wayne,31,Passaic,2007
07501,0,0,0,1,0,0,0,07501,34,NJ,Paterson,31,Passaic,2007
07502,0,0,0,1,0,1,1,07502,34,NJ,Paterson,31,Passaic,2007
07503,0,0,0,0,0,0,0,07503,34,NJ,Paterson,31,Passaic,2007
07666,0,0,1,0,0,0,0,07666,34,NJ,Teaneck,3,Bergen,2007
07724,0,0,0,0,0,0,0,07724,34,NJ,Eatontown,25,Monmouth,2007
07728,0,0,0,0,0,0,0,07728,34,NJ,Freehold,25,Monmouth,2007
08033,0,0,0,0,0,0,0,08033,34,NJ,Haddonfield,7,Camden,2007
08046,0,0,0,0,0,0,0,08046,34,NJ,Willingboro,5,Burlington,2007
08050,0,0,0,2,0,0,0,08050,34,NJ,Manahawkin,29,Ocean,2007
08057,0,0,0,0,0,0,0,08057,34,NJ,Moorestown,5,Burlington,2007
08066,0,0,0,0,0,0,0,08066,34,NJ,Paulsboro,15,Gloucester,2007
08069,1,0,0,0,0,0,0,08069,34,NJ,Penns Grove,33,Salem,2007
08080,0,0,0,0,0,0,0,08080,34,NJ,Sewell,15,Gloucester,2007
08087,0,0,0,1,0,0,0,08087,34,NJ,Tuckerton,29,Ocean,2007
08090,0,0,1,1,0,1,0,08090,34,NJ,Wenonah,15,Gloucester,2007
08204,0,0,0,0,0,1,0,08204,34,NJ,Cape May,9,Cape May,2007
08312,0,0,1,0,0,1,0,08312,34,NJ,Clayton,15,Gloucester,2007
08350,0,0,0,0,0,0,0,08350,34,NJ,Richland,1,Atlantic,2007
08533,0,0,0,1,0,1,0,08533,34,NJ,New Egypt,29,Ocean,2007
08562,0,0,0,2,0,1,0,08562,34,NJ,Wrightstown,5,Burlington,2007
08701,0,0,0,0,0,0,0,08701,34,NJ,Lakewood,29,Ocean,2007
08742,0,0,0,1,0,1,0,08742,34,NJ,Point Pleasant Beach,29,Ocean,2007
08831,0,0,0,0,0,0,0,08831,34,NJ,Monroe Township,23,Middlesex,2007
08861,0,0,0,2,0,3,0,08861,34,NJ,Perth Amboy,23,Middlesex,2007
10010,0,0,0,0,0,0,0,10010,36,NY,New York,61,New York,2007
10019,0,0,0,0,0,0,0,10019,36,NY,New York,61,New York,2007
10024,0,0,0,0,0,0,0,10024,36,NY,New York,61,New York,2007
10032,0,0,0,0,0,0,0,10032,36,NY,New York,61,New York,2007
10312,0,0,0,0,0,0,0,10312,36,NY,Staten Island,85,Richmond,2007
10458,0,1,1,1,0,0,0,10458,36,NY,Bronx,5,Bronx,2007
10459,0,0,0,3,1,2,0,10459,36,NY,Bronx,5,Bronx,2007
10460,0,0,0,3,0,5,0,10460,36,NY,Bronx,5,Bronx,2007
10467,0,0,0,0,0,0,0,10467,36,NY,Bronx,5,Bronx,2007
10566,0,0,1,0,0,0,0,10566,36,NY,Peekskill,119,Westchester,2007
10977,0,0,0,1,0,0,0,10977,36,NY,Spring Valley,87,Rockland,2007
10982,0,0,0,0,0,1,0,10982,36,NY,Tallman,87,Rockland,2007
10998,0,0,0,0,0,0,0,10998,36,NY,Westtown,71,Orange,2007
11040,0,0,0,0,0,0,0,11040,36,NY,New Hyde Park,59,Nassau,2007
11103,1,1,1,3,1,4,2,11103,36,NY,Astoria,81,Queens,2007
11201,0,0,0,0,0,1,0,11201,36,NY,Brooklyn,47,Kings,2007
11206,0,0,0,0,0,0,0,11206,36,NY,Brooklyn,47,Kings,2007
11207,1,0,0,1,0,1,0,11207,36,NY,Brooklyn,47,Kings,2007
11226,0,0,0,0,0,0,0,11226,36,NY,Brooklyn,47,Kings,2007
11235,0,1,0,0,0,0,0,11235,36,NY,Brooklyn,47,Kings,2007
11237,0,0,0,1,0,0,0,11237,36,NY,Brooklyn,47,Kings,2007
11238,0,0,0,2,1,1,0,11238,36,NY,Brooklyn,47,Kings,2007
11362,0,0,0,0,0,0,0,11362,36,NY,Little Neck,81,Queens,2007
11363,0,0,0,0,0,0,0,11363,36,NY,Little Neck,81,Queens,2007
11374,0,0,0,0,0,0,0,11374,36,NY,Rego Park,81,Queens,2007
11417,0,0,0,1,0,1,0,11417,36,NY,Ozone Park,81,Queens,2007
11420,0,0,0,0,0,0,0,11420,36,NY,South Ozone Park,81,Queens,2007
11575,0,0,0,0,0,0,0,11575,36,NY,Roosevelt,59,Nassau,2007
11757,0,0,0,2,0,2,0,11757,36,NY,Lindenhurst,103,Suffolk,2007
11950,0,0,0,1,0,0,0,11950,36,NY,Mastic,103,Suffolk,2007
12065,0,0,0,0,0,0,0,12065,36,NY,Clifton Park,91,Saratoga,2007
12189,0,0,0,0,0,0,0,12189,36,NY,Watervliet,1,Albany,2007
12538,0,0,0,1,0,1,0,12538,36,NY,Hyde Park,27,Dutchess,2007
12570,0,0,0,0,0,0,0,12570,36,NY,Poughquag,27,Dutchess,2007
12603,0,0,0,0,0,0,0,12603,36,NY,Poughkeepsie,27,Dutchess,2007
12901,0,0,0,0,0,0,0,12901,36,NY,Plattsburgh,19,Clinton,2007
12986,0,0,0,1,0,2,0,12986,36,NY,Tupper Lake,33,Franklin,2007
13036,0,0,0,2,0,0,0,13036,36,NY,Central Square,75,Oswego,2007
13054,0,0,0,0,0,1,0,13054,36,NY,Durhamville,65,Oneida,2007
13057,0,0,0,0,0,0,0,13057,36,NY,East Syracuse,67,Onondaga,2007
13090,0,0,0,0,0,0,0,13090,36,NY,Liverpool,67,Onondaga,2007
13203,0,0,0,1,0,1,0,13203,36,NY,Syracuse,67,Onondaga,2007
13206,0,0,0,1,1,1,0,13206,36,NY,Syracuse,67,Onondaga,2007
13208,0,0,0,2,0,2,0,13208,36,NY,Syracuse,67,Onondaga,2007
13210,0,0,0,0,0,0,0,13210,36,NY,Syracuse,67,Onondaga,2007
13224,0,0,0,0,0,0,0,13224,36,NY,Syracuse,67,Onondaga,2007
13355,0,0,1,0,0,0,0,13355,36,NY,Hubbardsville,53,Madison,2007
13440,0,0,0,0,0,0,0,13440,36,NY,Rome,65,Oneida,2007
13601,0,0,0,2,0,0,0,13601,36,NY,Watertown,45,Jefferson,2007
13613,0,0,0,0,1,1,0,13613,36,NY,Brasher Falls,89,Saint Lawrence,2007
13619,0,0,0,1,0,0,0,13619,36,NY,Carthage,45,Jefferson,2007
13681,0,0,0,0,0,0,0,13681,36,NY,Richville,89,Saint Lawrence,2007
13790,0,0,0,0,0,0,0,13790,36,NY,Johnson City,7,Broome,2007
13815,0,0,0,0,0,0,0,13815,36,NY,Norwich,17,Chenango,2007
14048,0,0,0,1,0,1,0,14048,36,NY,Dunkirk,13,Chautauqua,2007
14086,0,0,0,1,1,1,0,14086,36,NY,Lancaster,29,Erie,2007
14120,0,0,0,0,0,0,0,14120,36,NY,North Tonawanda,63,Niagara,2007
14214,0,0,0,0,0,0,0,14214,36,NY,Buffalo,29,Erie,2007
14215,1,0,1,0,1,1,0,14215,36,NY,Buffalo,29,Erie,2007
14216,0,0,0,0,0,0,0,14216,36,NY,Buffalo,29,Erie,2007
14220,0,0,1,1,0,0,0,14220,36,NY,Buffalo,29,Erie,2007
14226,0,0,0,0,0,0,0,14226,36,NY,Buffalo,29,Erie,2007
14228,0,0,0,0,0,3,0,14228,36,NY,Buffalo,29,Erie,2007
14305,0,0,1,0,0,0,0,14305,36,NY,Niagara Falls,63,Niagara,2007
14424,0,0,0,0,0,0,0,14424,36,NY,Canandaigua,69,Ontario,2007
14437,0,0,0,1,0,0,0,14437,36,NY,Dansville,51,Livingston,2007
14456,0,0,0,0,0,0,0,14456,36,NY,Geneva,69,Ontario,2007
14487,0,0,1,1,0,0,0,14487,36,NY,Livonia,51,Livingston,2007
14551,0,0,0,0,0,0,0,14551,36,NY,Sodus,117,Wayne,2007
14580,0,0,0,0,0,0,0,14580,36,NY,Webster,55,Monroe,2007
14609,0,0,0,2,0,0,0,14609,36,NY,Rochester,55,Monroe,2007
14610,0,0,0,1,0,0,0,14610,36,NY,Rochester,55,Monroe,2007
14612,0,0,0,0,0,0,0,14612,36,NY,Rochester,55,Monroe,2007
14617,0,0,0,0,0,0,0,14617,36,NY,Rochester,55,Monroe,2007
14621,0,0,0,3,0,1,0,14621,36,NY,Rochester,55,Monroe,2007
14711,0,0,0,0,0,0,0,14711,36,NY,Belfast,3,Allegany,2007
14826,0,0,0,0,0,0,0,14826,36,NY,Cohocton,101,Steuben,2007
14843,0,0,0,1,0,0,0,14843,36,NY,Hornell,101,Steuben,2007
14850,0,0,0,0,0,1,0,14850,36,NY,Ithaca,109,Tompkins,2007
14891,0,1,0,0,0,0,0,14891,36,NY,Watkins Glen,97,Schuyler,2007
14904,0,0,0,0,0,0,0,14904,36,NY,Elmira,15,Chemung,2007
15025,0,0,0,2,0,2,0,15025,42,PA,Clairton,3,Allegheny,2007
15084,0,0,0,0,0,0,0,15084,42,PA,Tarentum,3,Allegheny,2007
15090,0,1,0,0,0,0,0,15090,42,PA,Wexford,3,Allegheny,2007
15101,0,0,0,0,0,0,0,15101,42,PA,Allison Park,3,Allegheny,2007
15126,0,0,0,0,0,0,0,15126,42,PA,Imperial,3,Allegheny,2007
15132,0,0,0,1,0,0,0,15132,42,PA,McKeesport,3,Allegheny,2007
15203,0,0,0,0,0,0,0,15203,42,PA,Pittsburgh,3,Allegheny,2007
15208,0,0,0,1,0,0,0,15208,42,PA,Pittsburgh,3,Allegheny,2007
15211,0,0,0,0,0,0,0,15211,42,PA,Pittsburgh,3,Allegheny,2007
15217,0,1,1,0,0,1,0,15217,42,PA,Pittsburgh,3,Allegheny,2007
15235,0,0,1,0,0,0,0,15235,42,PA,Pittsburgh,3,Allegheny,2007
15237,0,0,0,0,0,1,0,15237,42,PA,Pittsburgh,3,Allegheny,2007
15243,0,0,0,0,0,0,0,15243,42,PA,Pittsburgh,3,Allegheny,2007
15342,0,0,0,2,0,1,0,15342,42,PA,Houston,125,Washington,2007
15401,0,0,0,1,0,0,0,15401,42,PA,Uniontown,51,Fayette,2007
15563,0,0,0,0,0,0,0,15563,42,PA,Stoystown,111,Somerset,2007
15748,0,0,0,0,0,0,0,15748,42,PA,Homer City,63,Indiana,2007
15857,0,0,0,1,0,1,0,15857,42,PA,Saint Marys,47,Elk,2007
16037,0,0,0,0,0,0,0,16037,42,PA,Harmony,19,Butler,2007
16053,0,0,0,1,0,1,0,16053,42,PA,Renfrew,19,Butler,2007
16101,0,0,0,0,0,0,0,16101,42,PA,New Castle,73,Lawrence,2007
16125,0,0,0,1,0,1,0,16125,42,PA,Greenville,85,Mercer,2007
16127,0,0,0,0,0,0,0,16127,42,PA,Grove City,85,Mercer,2007
16230,0,0,0,2,0,3,0,16230,42,PA,Hawthorn,31,Clarion,2007
16239,0,0,0,0,0,0,0,16239,42,PA,Marienville,53,Forest,2007
16254,0,0,0,0,0,0,0,16254,42,PA,Shippenville,31,Clarion,2007
16335,0,0,0,0,0,0,0,16335,42,PA,Meadville,39,Crawford,2007
16412,0,0,0,0,0,0,0,16412,42,PA,Edinboro,49,Erie,2007
16502,0,0,0,0,0,0,0,16502,42,PA,Erie,49,Erie,2007
16508,0,0,0,0,0,0,0,16508,42,PA,Erie,49,Erie,2007
16509,0,0,0,0,0,0,0,16509,42,PA,Erie,49,Erie,2007
16620,0,0,0,2,0,0,0,16620,42,PA,Brisbin,33,Clearfield,2007
16925,0,0,0,0,0,1,0,16925,42,PA,Gillett,15,Bradford,2007
17011,0,0,0,0,0,0,0,17011,42,PA,Camp Hill,41,Cumberland,2007
17033,0,0,0,0,0,1,0,17033,42,PA,Hershey,43,Dauphin,2007
17044,0,0,0,0,0,0,0,17044,42,PA,Lewistown,87,Mifflin,2007
17109,0,0,0,0,0,0,0,17109,42,PA,Harrisburg,43,Dauphin,2007
17111,0,0,0,0,0,0,0,17111,42,PA,Harrisburg,43,Dauphin,2007
17201,0,0,0,0,0,1,0,17201,42,PA,Chambersburg,55,Franklin,2007
17268,0,0,0,0,0,0,0,17268,42,PA,Waynesboro,55,Franklin,2007
17353,0,0,0,1,0,0,0,17353,42,PA,Orrtanna,1,Adams,2007
17406,0,0,1,0,0,0,0,17406,42,PA,York,133,York,2007
17522,0,0,0,2,0,2,0,17522,42,PA,Ephrata,71,Lancaster,2007
17543,0,0,0,0,0,0,0,17543,42,PA,Lititz,71,Lancaster,2007
17601,0,1,0,1,0,0,0,17601,42,PA,Lancaster,71,Lancaster,2007
17603,0,0,0,3,1,2,0,17603,42,PA,Lancaster,71,Lancaster,2007
17814,0,0,0,1,2,2,0,17814,42,PA,Benton,37,Columbia,2007
18014,0,0,0,0,0,0,0,18014,42,PA,Bath,95,Northampton,2007
18072,0,0,0,1,0,1,0,18072,42,PA,Pen Argyl,95,Northampton,2007
18103,0,0,0,1,0,1,0,18103,42,PA,Allentown,77,Lehigh,2007
18301,0,1,1,1,0,1,0,18301,42,PA,East Stroudsburg,89,Monroe,2007
18326,0,0,0,0,0,0,0,18326,42,PA,Cresco,89,Monroe,2007
18407,0,0,0,0,0,0,0,18407,42,PA,Carbondale,69,Lackawanna,2007
18603,0,1,1,2,0,3,0,18603,42,PA,Berwick,37,Columbia,2007
18702,0,0,0,0,0,0,0,18702,42,PA,Wilkes Barre,79,Luzerne,2007
18706,0,0,0,0,0,0,0,18706,42,PA,Wilkes Barre,79,Luzerne,2007
18853,0,0,0,0,0,0,0,18853,42,PA,Wyalusing,15,Bradford,2007
19038,0,0,0,0,0,0,0,19038,42,PA,Glenside,91,Montgomery,2007
19067,0,1,0,0,1,1,0,19067,42,PA,Morrisville,17,Bucks,2007
19095,0,0,0,0,0,0,0,19095,42,PA,Wyncote,91,Montgomery,2007
19131,0,0,0,0,0,0,0,19131,42,PA,Philadelphia,101,Philadelphia,2007
19134,0,0,0,0,0,1,0,19134,42,PA,Philadelphia,101,Philadelphia,2007
19139,0,0,0,0,0,0,0,19139,42,PA,Philadelphia,101,Philadelphia,2007
19143,0,0,0,1,0,0,0,19143,42,PA,Philadelphia,101,Philadelphia,2007
19148,0,0,0,1,0,1,0,19148,42,PA,Philadelphia,101,Philadelphia,2007
19151,0,0,0,0,0,0,0,19151,42,PA,Philadelphia,101,Philadelphia,2007
19153,0,0,0,2,0,1,0,19153,42,PA,Philadelphia,101,Philadelphia,2007
19182,0,0,0,0,0,0,0,19182,42,PA,Philadelphia,101,Philadelphia,2007
19320,0,0,0,0,0,0,0,19320,42,PA,Coatesville,29,Chester,2007
19342,0,0,0,0,0,0,0,19342,42,PA,Glen Mills,45,Delaware,2007
19348,0,0,0,0,0,0,0,19348,42,PA,Kennett Square,29,Chester,2007
19363,0,0,0,2,0,1,0,19363,42,PA,Oxford,29,Chester,2007
19406,0,0,0,0,0,0,0,19406,42,PA,King of Prussia,91,Montgomery,2007
19425,0,0,0,0,0,0,0,19425,42,PA,Chester Springs,29,Chester,2007
19426,0,0,0,1,0,0,0,19426,42,PA,Collegeville,91,Montgomery,2007
19438,0,1,1,0,0,0,0,19438,42,PA,Harleysville,91,Montgomery,2007
19446,0,0,0,2,0,1,0,19446,42,PA,Lansdale,91,Montgomery,2007
19604,0,0,0,2,0,2,0,19604,42,PA,Reading,11,Berks,2007
19606,0,0,1,0,0,0,0,19606,42,PA,Reading,11,Berks,2007
19607,0,1,1,0,0,3,0,19607,42,PA,Reading,11,Berks,2007
19702,0,0,0,0,0,0,0,19702,10,DE,Newark,3,New Castle,2007
19709,0,0,1,1,0,0,0,19709,10,DE,Middletown,3,New Castle,2007
19711,0,0,0,1,0,1,0,19711,10,DE,Newark,3,New Castle,2007
19720,0,0,0,0,0,1,0,19720,10,DE,New Castle,3,New Castle,2007
19950,0,0,0,1,0,0,0,19950,10,DE,Greenwood,5,Sussex,2007
19958,0,0,0,1,0,0,0,19958,10,DE,Lewes,5,Sussex,2007
19977,0,0,0,0,0,0,0,19977,10,DE,Smyrna,1,Kent,2007
20001,0,0,0,0,0,0,0,20001,11,DC,Washington,1,District of Columbia,2007
20008,0,0,0,0,0,0,0,20008,11,DC,Washington,1,District of Columbia,2007
20009,0,1,1,1,1,1,0,20009,11,DC,Washington,1,District of Columbia,2007
20016,0,0,0,0,0,0,0,20016,11,DC,Washington,1,District of Columbia,2007
20019,0,0,0,1,0,1,0,20019,11,DC,Washington,1,District of Columbia,2007
20020,0,0,0,0,0,0,0,20020,11,DC,Washington,1,District of Columbia,2007
20032,0,0,0,0,0,0,0,20032,11,DC,Washington,1,District of Columbia,2007
20037,0,0,0,0,0,0,0,20037,11,DC,Washington,1,District of Columbia,2007
20109,0,0,0,0,0,0,0,20109,51,VA,Manassas,153,Prince William,2007
20120,0,0,0,0,0,1,0,20120,51,VA,Centreville,59,Fairfax,2007
20136,0,0,0,0,0,1,0,20136,51,VA,Bristow,153,Prince William,2007
20148,0,0,0,0,0,1,0,20148,51,VA,Ashburn,107,Loudoun,2007
20151,1,0,1,1,1,0,0,20151,51,VA,Chantilly,59,Fairfax,2007
20175,0,0,0,0,0,0,0,20175,51,VA,Leesburg,107,Loudoun,2007
20603,0,0,0,0,0,0,0,20603,24,MD,Waldorf,17,Charles,2007
20611,0,0,0,0,1,1,0,20611,24,MD,Bel Alton,17,Charles,2007
20623,0,0,0,0,0,0,0,20623,24,MD,Cheltenham,33,Prince Georges,2007
20659,0,0,0,2,0,0,0,20659,24,MD,Mechanicsville,37,Saint Marys,2007
20706,0,0,0,1,0,1,0,20706,24,MD,Lanham,33,Prince Georges,2007
20707,0,0,0,0,0,1,0,20707,24,MD,Laurel,33,Prince Georges,2007
20724,0,0,0,1,0,1,0,20724,24,MD,Laurel,3,Anne Arundel,2007
20746,0,0,0,0,0,0,0,20746,24,MD,Suitland,33,Prince Georges,2007
20747,0,0,0,1,0,0,0,20747,24,MD,District Heights,33,Prince Georges,2007
20755,0,0,1,0,0,0,0,20755,24,MD,Fort George G Meade,3,Anne Arundel,2007
20772,1,0,0,0,0,0,0,20772,24,MD,Upper Marlboro,33,Prince Georges,2007
20782,0,0,0,0,0,0,0,20782,24,MD,Hyattsville,33,Prince Georges,2007
20816,0,0,0,0,0,0,0,20816,24,MD,Bethesda,31,Montgomery,2007
20817,0,0,0,0,0,0,0,20817,24,MD,Bethesda,31,Montgomery,2007
20855,0,0,0,0,0,0,0,20855,24,MD,Derwood,31,Montgomery,2007
20874,0,0,0,0,1,0,0,20874,24,MD,Germantown,31,Montgomery,2007
20878,0,0,0,3,0,1,0,20878,24,MD,Gaithersburg,31,Montgomery,2007
20879,0,0,0,0,0,0,0,20879,24,MD,Gaithersburg,31,Montgomery,2007
20886,0,0,0,0,0,1,0,20886,24,MD,Montgomery Village,31,Montgomery,2007
21042,0,0,0,0,0,0,0,21042,24,MD,Ellicott City,27,Howard,2007
21044,0,0,0,1,0,0,0,21044,24,MD,Columbia,27,Howard,2007
21046,0,0,0,0,0,0,0,21046,24,MD,Columbia,27,Howard,2007
21061,0,0,1,0,0,0,0,21061,24,MD,Glen Burnie,3,Anne Arundel,2007
21078,0,0,0,0,0,0,0,21078,24,MD,Havre de Grace,25,Harford,2007
21120,0,1,0,0,0,0,0,21120,24,MD,Parkton,5,Baltimore,2007
21122,0,0,0,1,0,0,0,21122,24,MD,Pasadena,3,Anne Arundel,2007
21158,0,0,0,0,0,1,0,21158,24,MD,Westminster,13,Carroll,2007
21202,0,0,0,1,0,0,0,21202,24,MD,Baltimore,510,Baltimore City,2007
21213,0,0,0,0,0,0,0,21213,24,MD,Baltimore,510,Baltimore City,2007
21214,0,1,0,3,0,1,0,21214,24,MD,Baltimore,510,Baltimore City,2007
21215,0,0,1,0,0,0,0,21215,24,MD,Baltimore,510,Baltimore City,2007
21217,0,0,0,0,0,0,0,21217,24,MD,Baltimore,510,Baltimore City,2007
21221,0,0,0,0,0,0,0,21221,24,MD,Essex,5,Baltimore,2007
21225,0,0,0,0,0,0,0,21225,24,MD,Brooklyn,510,Baltimore City,2007
21230,0,0,0,0,0,0,0,21230,24,MD,Baltimore,510,Baltimore City,2007
21703,1,0,0,1,1,0,0,21703,24,MD,Frederick,21,Frederick,2007
21716,0,0,0,0,0,2,0,21716,24,MD,Brunswick,21,Frederick,2007
21774,0,0,0,0,1,0,0,21774,24,MD,New Market,21,Frederick,2007
21777,0,0,0,0,0,0,0,21777,24,MD,Point of Rocks,21,Frederick,2007
22025,0,0,0,0,0,0,0,22025,51,VA,Dumfries,153,Prince William,2007
22032,0,0,0,0,0,0,0,22032,51,VA,Fairfax,59,Fairfax,2007
22043,0,0,0,0,0,0,0,22043,51,VA,Falls Church,59,Fairfax,2007
22191,0,0,0,0,0,0,0,22191,51,VA,Woodbridge,153,Prince William,2007
22201,0,0,0,0,0,0,0,22201,51,VA,Arlington,13,Arlington,2007
22202,0,0,0,0,0,0,0,22202,51,VA,Arlington,13,Arlington,2007
22303,0,0,0,1,0,1,0,22303,51,VA,Alexandria,59,Fairfax,2007
22312,0,0,0,0,0,0,0,22312,51,VA,Alexandria,59,Fairfax,2007
22406,0,0,0,0,0,0,0,22406,51,VA,Fredericksburg,179,Stafford,2007
22407,0,0,0,2,0,1,0,22407,51,VA,Fredericksburg,177,Spotsylvania,2007
22443,0,0,0,0,0,0,0,22443,51,VA,Colonial Beach,193,Westmoreland,2007
22473,0,0,0,0,0,0,0,22473,51,VA,Heathsville,133,Northumberland,2007
22485,0,0,0,0,0,0,0,22485,51,VA,King George,99,King George,2007
22546,0,0,0,0,0,0,0,22546,51,VA,Ruther Glen,33,Caroline,2007
22623,0,0,0,0,0,1,0,22623,51,VA,Chester Gap,157,Rappahannock,2007
22630,0,0,0,0,0,0,0,22630,51,VA,Front Royal,187,Warren,2007
22735,0,0,0,0,0,0,0,22735,51,VA,Reva,113,Madison,2007
22737,0,0,0,0,0,1,0,22737,51,VA,Rixeyville,47,Culpeper,2007
22853,0,0,0,8,0,6,1,22853,51,VA,Timberville,165,Rockingham,2007
22911,0,0,0,0,0,0,0,22911,51,VA,Charlottesville,3,Albemarle,2007
22963,0,0,0,0,0,0,0,22963,51,VA,Palmyra,65,Fluvanna,2007
22980,0,0,0,0,0,0,0,22980,51,VA,Waynesboro,820,Waynesboro City,2007
